LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,GOLDENDOODLE,APRICOT,ASHLEY MAGNOLIA BEAU,15017,2017,12/19/2016 15:28
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,CHARLEY,15129,2017,12/19/2016 15:40
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,SOX,15144,2017,12/19/2016 15:40
Dog Individual Neutered Male,SIB HUSKY,BROWN,ROCCO,15146,2017,12/19/2016 15:13
Dog Individual Spayed Female,MIXED,BROWN,ECHO,15237,2017,12/19/2016 15:13
Dog Individual Neutered Male,BEAGLE MIX,BROWN,HUNTER,15241,2017,12/19/2016 15:40
Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,SWEENEY,15101,2017,12/19/2016 15:40
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,SERGIO,15143,2017,12/19/2016 15:40
Dog Individual Neutered Male,AM FOXHOUND,WHITE/BLACK/BROWN,CYRUS,15120,2017,12/19/2016 15:40
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/GREY,JAX,15024,2017,12/19/2016 15:40
Dog Individual Neutered Male,LAB MIX,BROWN,WINSTON,15108,2017,12/19/2016 15:40
Dog Individual Neutered Male,JACK RUSSEL TERRIER,WHITE/BRINDLE,LENNY,15108,2017,12/19/2016 15:40
Dog Individual Spayed Female,MIXED,TAN,STELLA,15102,2017,12/19/2016 15:13
Dog Individual Neutered Male,CAV KING CHAR SPANI,BLACK,PEPPY,15017,2017,12/19/2016 15:40
Dog Individual Neutered Male,GER SHEPHERD MIX,TAN,HUNTER,15236,2017,12/19/2016 15:40
Dog Individual Neutered Male,ENGLISH MASTIFF,FAWN,HANDSOME FLOYD,15126,2017,12/20/2016 8:53
Dog Individual Male,ENGLISH MASTIFF,FAWN,HANDSOME FLOYD,15126,2017,12/20/2016 8:53
Dog Individual Neutered Male,BULLDOG,TAN,JETHRO,15108,2017,12/20/2016 8:54
Dog Individual Spayed Female,DACHSHUND,RED,PENELOPE,15057,2017,12/20/2016 8:54
Dog Individual Female,RETRIEVER MIX,WHITE,BELLA,15044,2017,12/20/2016 8:54
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,WHITE/BLACK/BROWN,SAPHIRE,15234,2017,12/20/2016 8:54
Dog Individual Female,BEAGLE,TRI-COLOR,CHARLIE,15234,2017,12/19/2016 15:58
Dog Individual Female,BEAGLE,TRI-COLOR,CHARLIE,15234,2017,
Dog Individual Spayed Female,CHIHUAHUA,FAWN,ANASTASIA,15239,2017,12/19/2016 15:58
Dog Individual Neutered Male,CHIHUAHUA,BROWN,VLADAMERE,15239,2017,12/19/2016 15:58
Dog Individual Female,W HGHLND WH TERRIER,WHITE,MISTY,15216,2017,12/19/2016 15:58
Dog Individual Female,GOLDENDOODLE,BROWN,RUBY,15063,2017,12/19/2016 15:58
Dog Individual Spayed Female,CHIHUAHUA,SPOTTED,FIONA,15102,2017,12/19/2016 15:58
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,SPOTTED,FIONA,15102,2017,1/26/2017 10:03
Dog Senior Citizen or Disability Male,CANE CORSO,FAWN,DEMPSEY,15136,2017,12/19/2016 15:40
Dog Individual Male,ROTTWEILER,BLACK/RED,WOLFGANG,15235,2017,12/19/2016 15:40
Dog Individual Spayed Female,BOXER,WHITE/BLACK,OREO,15129,2017,12/19/2016 15:58
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,HONEY,15148,2017,12/19/2016 15:58
Dog Individual Female,AUS CATTLE DOG,RED,GRACE,15126,2017,12/19/2016 15:58
Dog Individual Female,SIB HUSKY,WHITE/BLACK,SHYLO,15205,2017,12/19/2016 15:40
Dog Individual Male,RHODESIAN RIDGEBACK,BROWN,MARSHALL,15236,2017,12/19/2016 15:40
Dog Individual Neutered Male,AM PITT BULL MIX,BROWN,HENRY,15210,2017,12/19/2016 15:41
Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,LONDON,15220,2017,12/19/2016 15:58
Dog Individual Spayed Female,AM PITT BULL MIX,BRINDLE,MAYA,15210,2017,12/19/2016 15:41
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ASPEN ROSE,15237,2017,12/19/2016 15:40
Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,ASPEN ROSE,15237,2017,12/19/2016 15:40
Dog Individual Neutered Male,MIXED,WHITE/BROWN,ROCKY,15239,2017,12/19/2016 15:13
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,NELL,15241,2017,12/19/2016 15:40
Dog Individual Female,POMERANIAN,BLACK,POPPY SEED,15215,2017,12/19/2016 15:13
Dog Senior Citizen or Disability Neutered Male,MIXED,BROWN,DOYLE,15091,2017,12/19/2016 15:13
Dog Individual Neutered Male,CAV KING CHAR SPANI,WHITE/RED,CHAEUS,15228,2017,12/19/2016 15:41
Dog Individual Female,CAV KING CHAR SPANI,BLACK/TAN,LILY,15228,2017,12/19/2016 15:41
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,JACQUES,15237,2017,12/19/2016 15:13
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,SPOTTED,DABIE,15101,2017,12/19/2016 15:13
Dog Individual Spayed Female,MIXED,WHITE/BLACK,STELLA,15216,2017,12/19/2016 15:13
Dog Individual Neutered Male,COLLIE,SABLE,BLAZE,15136,2017,12/19/2016 15:13
Dog Individual Neutered Male,MIXED,WHITE/BLACK,RADAR,15216,2017,12/19/2016 15:14
Dog Individual Spayed Female,MIXED,WHITE/BROWN,NO NAME,15108,2017,12/19/2016 15:14
Dog Individual Spayed Female,MIN PINSCHER,BLACK/BROWN,PIP,15238,2017,12/19/2016 15:58
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,PIPER,15102,2017,12/19/2016 15:58
Dog Individual Neutered Male,ENG BULLDOG,WHITE,OWEN,15102,2017,12/19/2016 15:58
Dog Individual Neutered Male,W SHEPHERD /GER SHEPH,WHITE,AVALANCHE,15102,2017,12/19/2016 15:58
Dog Individual Male,AM PITT BULL MIX,GREY,DUNCAN,15102,2017,12/19/2016 15:58
Dog Individual Neutered Male,JACK RUSSEL TERRIER,SPOTTED,PIPER,15063,2017,12/20/2016 10:05
Dog Senior Citizen or Disability Neutered Male,POMERANIAN MIX,TAN,ARNOLD,15220,2017,12/20/2016 15:38
Dog Senior Citizen or Disability Neutered Male,CHINESE SHAR-PEI,BLACK,FRANKIE,15108,2017,12/20/2016 15:38
Dog Individual Neutered Male,AM PITT BULL MIX,BLACK,VADER,15205,2017,12/20/2016 15:38
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,HUNTER,15214,2017,12/20/2016 15:38
Dog Senior Citizen or Disability Female,LABRADOR RETRIEVER,BLACK,CLARE,15090,2017,12/20/2016 15:38
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,PERIWINKLE,15044,2017,12/20/2016 15:38
Dog Individual Spayed Female,POODLE MIX,BROWN,SADIE,15243,2017,12/20/2016 15:38
Dog Individual Neutered Male,BEAGLE,BLACK/BROWN,MILES,15133,2017,12/20/2016 15:38
Dog Individual Spayed Female,DACHSHUND,BROWN,GINGER,15017,2017,12/20/2016 13:18
Dog Individual Spayed Female,LAB MIX,WHITE/BROWN,ROXIE,15090,2017,12/20/2016 15:38
Dog Individual Spayed Female,LABRADOR RETRIEVER,WHITE/BROWN,SELMA,15237,2017,12/20/2016 15:38
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK,ELSKA,15106,2017,12/20/2016 15:38
Dog Senior Citizen or Disability Male,LABRADOR RETRIEVER,YELLOW,FINNEGAN,15102,2017,12/21/2016 8:44
Dog Senior Citizen or Disability Female,YORKSHIRE TERR MIX,APRICOT,HARLEY,15122,2017,12/21/2016 8:44
Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,KHOE,15120,2017,12/20/2016 15:38
Dog Individual Spayed Female,CHIHUAHUA MIX,BROWN,VIOLET,15136,2017,12/29/2016 10:17
Dog Individual Spayed Female,POODLE MIX,WHITE/BLACK/BROWN,TWILA,15227,2017,12/21/2016 8:44
Dog Individual Neutered Male,POODLE MIX,SABLE/WHITE,TURBO,15227,2017,12/21/2016 8:44
Dog Individual Neutered Male,SHIH TZU,BROWN,CHEWIE,15101,2017,12/21/2016 8:44
Dog Individual Female,GER SHEPHERD,BROWN,LEXI,15221,2017,12/21/2016 8:44
Dog Senior Citizen or Disability Female,MIXED,WHITE/TAN,MACY,15237,2017,12/21/2016 8:44
Dog Individual Male,WELSH TERRIER,BLACK/BROWN,ARWYN,15044,2017,12/21/2016 8:44
Dog Individual Male,GOLDEN RETRIEVER,BLONDE,ODIN,15241,2017,12/20/2016 15:39
Dog Individual Female,LABRADOR RETRIEVER,BROWN,MARLIE,15068,2017,12/20/2016 15:39
Dog Individual Female,ROTTWEILER,BLACK/BROWN,ONYZ,15104,2017,12/20/2016 15:39
Dog Individual Male,MIXED,SPOTTED,BANJO,15238,2017,12/20/2016 15:39
Dog Individual Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,ELLA,15104,2017,12/20/2016 15:39
Dog Senior Citizen or Disability Spayed Female,BOXER MIX,BROWN,ISIS,15025,2017,12/20/2016 15:39
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,LADY,15090,2017,12/20/2016 15:39
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,YELLOW,GINGER,15090,2017,12/20/2016 15:39
Dog Individual Male,BOXER MIX,BROWN,BUSTER,15071,2017,12/21/2016 8:35
Dog Individual Female,BOXER,WHITE,WEASEL,15131,2017,12/21/2016 8:35
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN/TAN,BLONDIE,15065,2017,12/21/2016 8:35
Dog Senior Citizen or Disability Male,GER SHEPHERD,WHITE/BLACK/BROWN,SARGE,15084,2017,12/21/2016 12:04
Dog Individual Female,BOXER,SPOTTED,MINI PEARL,15136,2017,12/21/2016 9:05
Dog Senior Citizen or Disability Neutered Male,LAB MIX,TAN,MILO,15102,2017,12/22/2016 8:56
Dog Individual Neutered Male,GOLDENDOODLE,BLONDE,TOPHER,15108,2017,12/22/2016 8:56
Dog Individual Female,CHIHUAHUA MIX,WHITE/BLACK/BROWN,JULIETTE,15102,2017,12/22/2016 8:56
Dog Individual Female,ROTTWEILER,BLACK,RAINA,15131,2017,12/22/2016 8:56
Dog Individual Male,LABRADOR RETRIEVER,GREY,GANDALF,15084,2017,12/22/2016 8:56
Dog Individual Neutered Male,PUG,BROWN,GUS,15223,2017,12/23/2016 8:44
Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE,PAIGE,15238,2017,12/23/2016 8:44
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,DEJAVU,15044,2017,12/22/2016 8:40
Dog Individual Male,GOLDEN RETRIEVER,WHITE,HENRY,15241,2017,12/21/2016 11:57
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,DEXTER,15106,2017,
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,DEXTER,15106,2017,12/22/2016 8:40
Dog Individual Neutered Male,BEAGLE,WHITE/BROWN,RUSTY JOE,15133,2017,12/22/2016 8:40
Dog Individual Male,CHIHUAHUA,WHITE,MAX NOVAK,15136,2017,
Dog Individual Male,CHIHUAHUA,WHITE,MAX NOVAK,15136,2017,12/22/2016 8:40
Dog Individual Female,LAB MIX,BLACK,STELLA,15227,2017,12/23/2016 8:44
Dog Individual Female,ENG BULLDOG,RED,MARY,15044,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Female,CHIHUAHUA MIX,BLACK,BRANDY,15146,2017,12/22/2016 8:56
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,MEG,15101,2017,12/22/2016 8:56
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,ABBY,15221,2017,12/22/2016 8:56
Dog Individual Spayed Female,ENG BULLDOG,BRINDLE,DIXIE,15241,2017,12/23/2016 8:44
Dog Individual Spayed Female,MIXED,BLACK,SALLY,15241,2017,
Dog Individual Spayed Female,MIXED,BLACK,SALLY,15241,2017,12/22/2016 8:40
Dog Individual Spayed Female,GOLDEN RETRIEVER,WHITE/TAN,MOLLY,15205,2017,12/21/2016 15:30
Dog Individual Spayed Female,BASSET HOUND,WHITE/BLACK/BROWN,LILLY,15205,2017,12/21/2016 15:30
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BROWN,CHLOE,15122,2017,12/23/2016 8:44
Dog Individual Spayed Female,MIXED,BLACK,MOLLIE,15071,2017,12/23/2016 8:44
Dog Individual Female,GOLDEN RETRIEVER,WHITE,POCO,15101,2017,12/21/2016 15:31
Dog Individual Neutered Male,TAG,WHITE/BLACK,EDDIE,15216,2017,12/21/2016 15:31
Dog Individual Neutered Male,FOX TERRIER TOY,WHITE/BLACK,SAVAGE,15209,2017,12/21/2016 15:31
Dog Individual Female,BEAGLE MIX,TRI-COLOR,BELLA,15071,2017,12/22/2016 8:40
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BLACK/BROWN,CAPONE,15132,2017,12/21/2016 15:31
Dog Individual Female,ENG TOY TERRIER,WHITE,PALAMA,15243,2017,12/21/2016 15:30
Dog Individual Neutered Male,LABRADOODLE,BROWN,HARLEY,15017,2017,12/21/2016 15:31
Dog Individual Male,CHIHUAHUA,BROWN,ENZO FERRARI,15106,2017,12/21/2016 15:31
Dog Individual Female,ENG TOY TERRIER,WHITE,PALAMA,15243,2017,12/21/2016 15:30
Dog Individual Spayed Female,GOLDENDOODLE,WHITE,SOFIE STOYCHEVA,15102,2017,12/21/2016 15:09
Dog Individual Female,ENG SPRINGER SPANIE,WHITE/BLACK,LULU,15235,2017,12/21/2016 15:30
Dog Individual Spayed Female,TERRIER MIX,WHITE/BROWN,SOPHIE,15216,2017,12/22/2016 8:40
Dog Individual Neutered Male,CHIHUAHUA,WHITE/RED,JAX,15216,2017,12/22/2016 8:40
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,MAUI,15237,2017,12/21/2016 15:30
Dog Individual Male,MALTESE MIX,WHITE,COBEY,15065,2017,12/22/2016 8:40
Dog Senior Citizen or Disability Female,GOLDEN RETRIEVER,OTHER,BONNIE,15205,2017,12/23/2016 8:44
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,DIVOT,15221,2017,12/23/2016 8:44
Dog Individual Neutered Male,PEEKAPOO,BLACK,LUCY,15236,2017,12/23/2016 9:12
Dog Individual Neutered Male,MIXED,TRI-COLOR,LOKI,15102,2017,12/22/2016 16:27
Dog Individual Male,TAG,.,PACO,15104,2017,12/23/2016 8:44
Dog Individual Neutered Male,BISHON FRISE MIX,WHITE/BROWN,BEAU,15017,2017,12/22/2016 13:28
Dog Individual Spayed Female,PUG,FAWN,HARRY,15237,2017,12/22/2016 16:27
Dog Individual Neutered Male,PUG,BROWN,ZEUS,15132,2017,12/23/2016 8:44
Dog Individual Spayed Female,MIXED,WHITE/BLACK,COCO,15143,2017,12/23/2016 8:44
Dog Senior Citizen or Disability Neutered Male,AM PITT BULL MIX,WHITE/BLACK,RAMBO,15104,2017,12/22/2016 15:36
Dog Individual Male,GER SHEPHERD,BLACK/TAN,TUCKER,15044,2017,12/22/2016 16:27
Dog Senior Citizen or Disability Neutered Male,SHIH TZU MIX,BROWN,TITO,15237,2017,12/22/2016 15:36
Dog Senior Citizen or Disability Neutered Male,FOX TERRIER WIRE,WHITE/BLACK/BROWN,JACOBY,15238,2017,12/23/2016 8:44
Dog Individual Spayed Female,BISHON FRISE MIX,WHITE,SALLY,15122,2017,12/22/2016 13:28
Dog Individual Spayed Female,TAG,BRINDLE,ANGEL,15146,2017,12/23/2016 9:12
Dog Individual Spayed Female,GREAT DANE,BLACK,MAGIC,15216,2017,12/23/2016 9:12
Dog Individual Male,AUS SHEPHERD,WHITE/BLACK,HARLEY,15239,2017,12/23/2016 9:12
Dog Individual Neutered Male,TAG,BLACK,HANK,15215,2017,12/23/2016 9:12
Dog Individual Neutered Male,POMERANIAN,RED,KINGSTON,15202,2017,12/22/2016 13:28
Dog Individual Spayed Female,MIXED,SPOTTED,JANE,15227,2017,12/23/2016 8:44
Dog Individual Spayed Female,MIXED,SPOTTED,JANE,15227,2017,1/25/2017 9:03
Dog Senior Citizen or Disability Spayed Female,MIXED,APRICOT,SANDY,15146,2017,12/22/2016 16:28
Dog Individual Spayed Female,CHIHUAHUA MIX,BLACK/TAN,CHLOE,15147,2017,
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,BLACK/TAN,CHLOE,15147,2017,12/22/2016 16:21
Dog Individual Female,POODLE MIX,WHITE/BLACK,MAZIE DUNN,15102,2017,12/23/2016 8:44
Dog Individual Female,TERRIER MIX,WHITE,ROSAY,15132,2017,12/23/2016 8:44
Dog Individual Neutered Male,AM PITT BULL MIX,BRINDLE,SCARLET,15090,2017,12/23/2016 9:12
Dog Individual Neutered Male,SIB HUSKY,GREY,GENO,15108,2017,12/22/2016 16:28
Dog Individual Spayed Female,JAPANESE CHIN,WHITE/BLACK,KIKI,15108,2017,12/22/2016 16:28
Dog Individual Spayed Female,BASSET HOUND,WHEATON,BONNIE,15220,2017,12/23/2016 9:12
Dog Individual Spayed Female,TAG,BROWN,MISSY,15234,2017,12/23/2016 9:12
Dog Individual Spayed Female,AM PIT BULL TERRIER,GREY,LUCY,15205,2017,12/22/2016 16:28
Dog Individual Spayed Female,CLUMBER SPANIEL,WHITE,MURPHY,15241,2017,12/23/2016 9:12
Dog Individual Neutered Male,AM BLACK&TAN COONHO,BROWN,RUSTY,15082,2017,12/22/2016 15:36
Dog Individual Spayed Female,GER SHEPHERD,SABLE,NIKKI,15144,2017,12/22/2016 15:36
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE,ICICLES,15218,2017,12/22/2016 15:36
Dog Individual Neutered Male,MIXED,BROWN,MOCHA,15237,2017,12/22/2016 15:36
Dog Individual Male,LABRADOR RETRIEVER,YELLOW,OGIE,15241,2017,12/23/2016 9:12
Dog Individual Spayed Female,TERRIER MIX,WHITE/BLACK,LOLLY,15243,2017,12/22/2016 16:28
Dog Individual Spayed Female,SHETLAND SHEEPDOG,SPOTTED,CHLOE,15025,2017,12/22/2016 15:36
Dog Individual Neutered Male,OTHER,.,TOBY,15227,2017,12/22/2016 15:36
Dog Senior Citizen or Disability Female,COCKER SPANIEL,CHOCOLATE,MYSTY,15241,2017,12/22/2016 15:36
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,RAVEN,15120,2017,12/22/2016 16:28
Dog Senior Citizen or Disability Spayed Female,CHOW CHOW MIX,MULTI,DAKOTA,15120,2017,12/22/2016 16:28
Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,WHITE/BROWN,SAMMY,15135,2017,12/22/2016 15:36
Dog Senior Citizen or Disability Female,ROTTWEILER,BLACK,ELFA,15057,2017,12/22/2016 16:28
Dog Individual Neutered Male,CHIHUAHUA MIX,BLACK/TAN,SMIDGE,15037,2017,12/23/2016 13:35
Dog Individual Female,LABRADOR RETRIEVER,BROWN,MOLLY,15126,2017,12/23/2016 13:35
Dog Senior Citizen or Disability Female,CHIHUAHUA,WHITE/BLACK,LA-LA,15132,2017,12/23/2016 13:35
Dog Individual Female,GER SHEPHERD,BLACK/BROWN,MOLLY,15146,2017,12/23/2016 13:35
Dog Individual Male,GER SHEPHERD,GREY,MURPHY,15146,2017,12/23/2016 13:35
Dog Senior Citizen or Disability Female,AM PIT BULL TERRIER,WHITE,JEWEL,15143,2017,12/23/2016 13:04
Dog Individual Female,LABRADOR RETRIEVER,BLACK,MAIZIE,15102,2017,12/23/2016 13:35
Dog Individual Female,AM PIT BULL TERRIER,BLACK WITH WHITE,BELLA,15110,2017,12/23/2016 14:34
Dog Individual Male,GOLDEN RETRIEVER,WHITE,HANK,15235,2017,12/23/2016 14:34
Dog Individual Male,LABRADOR RETRIEVER,BROWN,TUCKER,15071,2017,12/23/2016 14:34
Dog Individual Male,GOLDENDOODLE,RED,GRIFFIN,15143,2017,12/23/2016 14:34
Dog Individual Male,POODLE MIX,WHITE/BLACK/BROWN,MAVERICK,15101,2017,12/23/2016 14:34
Dog Individual Male,CHIHUAHUA,TAN,PEANUT,15045,2017,12/23/2016 14:34
Dog Individual Neutered Male,MIXED,TAN,STEWART,15239,2017,12/23/2016 14:47
Dog Individual Neutered Male,GOLDENDOODLE,WHITE,ROCCO,15234,2017,12/23/2016 14:05
Dog Individual Spayed Female,TERRIER,BROWN,BRIE,15106,2017,12/23/2016 14:35
Dog Individual Spayed Female,SIB HUSKY,BLACK,JENNA,15024,2017,12/23/2016 14:35
Dog Individual Male,MIXED,WHITE/BLACK/BROWN,ONI,15209,2017,12/23/2016 14:38
Dog Individual Neutered Male,NORW ELKHOUND,BLACK/SILVER,RANGO,15218,2017,12/27/2016 9:40
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/TAN,ALEX,15132,2017,12/30/2016 8:55
Dog Individual Spayed Female,LAB MIX,YELLOW,DAISY MAE,15024,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Spayed Female,MALTESE MIX,WHITE,RUBY,15204,2017,12/30/2016 8:55
Dog Individual Male,GOLDENDOODLE,TAN,GUNNER,15065,2017,12/30/2016 8:55
Dog Individual Neutered Male,DACHSHUND,RED,DUDLEY,15216,2017,12/30/2016 8:55
Dog Individual Neutered Male,COCKER SPANIEL,BUFF,TREVIN,15071,2017,12/30/2016 8:55
Dog Individual Male,BICHON FRISE,BLACK,BLUE SHADOW,15221,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Male,ENG SPRINGER SPANIE,OTHER,MACK,15146,2017,12/30/2016 8:55
Dog Individual Spayed Female,TAG,BLACK/TAN,BELLA,15202,2017,12/30/2016 8:55
Dog Individual Female,ENG POINTER,WHITE/BROWN,AVA,15044,2017,12/27/2016 10:34
Dog Individual Neutered Male,MIN PINSCHER,BROWN/TAN,OSWALD,15216,2017,12/27/2016 15:22
Dog Senior Citizen or Disability Neutered Male,LABRADOODLE,BLONDE,KIRBY,15143,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Female,SHETLAND SHEEPDOG,BROWN,TINKERBELL,15090,2017,12/28/2016 8:42
Dog Individual Spayed Female,LHASA APSO,WHITE/BLACK,OREO,15236,2017,12/28/2016 8:42
Dog Individual Spayed Female,POODLE MIX,WHITE,SHY SHY,15122,2017,12/28/2016 8:42
Dog Individual Male,SCHNAUZER MIN,WHITE/BROWN,MAX,15037,2017,12/28/2016 8:42
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,BLACK/GREY,TRUFFLES,15234,2017,12/28/2016 8:42
Dog Individual Spayed Female,ENG COONHOUND,SPOTTED,GRACE,15229,2017,12/28/2016 8:42
Dog Individual Spayed Female,BEAGLE MIX,WHITE/TAN,SKEETER,15215,2017,12/28/2016 8:42
Dog Individual Spayed Female,BEAGLE MIX,MULTI,BOOMER,15215,2017,12/28/2016 8:42
Dog Individual Male,WEIMARANER,GREY,RUGER,15057,2017,12/28/2016 8:42
Dog Individual Male,WEIMARANER,GREY,RUGER,15057,2017,3/7/2017 16:08
Dog Individual Spayed Female,MIXED,BLACK/TAN,RIVER,15221,2017,12/27/2016 15:22
Dog Individual Spayed Female,BOXER,FAWN,LUCY,15116,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEP MIX,MULTI,MANDY,15228,2017,12/30/2016 8:55
Dog Individual Neutered Male,SHIBA INU,RED,GENJI,15235,2017,12/30/2016 8:55
Dog Individual Neutered Male,POMERANIAN,BROWN,ROSCOE,15076,2017,12/30/2016 8:55
Dog Individual Male,WEIMARANER,BLUE,SHANGO,15037,2017,12/30/2016 8:55
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,BENSON,15101,2017,12/27/2016 15:22
Dog Individual Male,COCKAPOO,WHITE/BLACK,POINDEXTER,15205,2017,12/30/2016 8:55
Dog Individual Male,BLUE HEELER,BLACK/BROWN,ARTURIUS,15202,2017,12/27/2016 15:12
Dog Individual Spayed Female,MALTESE,WHITE,LULU,15108,2017,12/28/2016 12:11
Dog Senior Citizen or Disability Male,OLD ENG SHEEPDOG,WHITE/BLACK,MONTY,15106,2017,12/28/2016 12:11
Dog Senior Citizen or Disability Male,OLD ENG SHEEPDOG,WHITE/BLACK,MONTY,15106,2017,12/28/2016 12:11
Dog Individual Spayed Female,POMERANIAN MIX,WHITE,AURORA,15227,2017,12/28/2016 12:11
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,HEIDI,15108,2017,
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,HEIDI,15108,2017,
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,HEIDI,15108,2017,12/28/2016 16:31
Dog Senior Citizen or Disability Neutered Male,POMERANIAN,RED/BROWN,KINGSTON,15202,2017,12/28/2016 15:34
Dog Individual Neutered Male,REDBONE COONHOUND,WHITE/BROWN,HANK,15236,2017,12/28/2016 12:11
Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,WHEATON,SONNY,15239,2017,12/28/2016 16:31
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,PEACHES,15241,2017,12/28/2016 15:34
Dog Individual Spayed Female,POODLE MIX,GREY,GRACIE,15235,2017,12/28/2016 16:13
Dog Individual Neutered Male,BORDER TERRIER,WHITE/BLACK,TOBY,15237,2017,12/28/2016 11:18
Dog Individual Spayed Female,CHIHUAHUA,BLACK/TAN,ZAZU,15237,2017,12/28/2016 11:18
Dog Individual Neutered Male,MALTESE,WHITE,HARRY,15102,2017,12/28/2016 16:13
Dog Individual Female,TAG,BROWN,SHILO,15132,2017,12/29/2016 8:43
Dog Individual Neutered Male,MIXED,BROWN,BUDDY,15108,2017,12/28/2016 12:11
Dog Individual Spayed Female,GOLDEN RETRIEVER,SABLE,ELLIE,15243,2017,12/29/2016 8:43
Dog Senior Citizen or Disability Neutered Male,OLD ENG SHEEPDOG,WHITE/BLACK,JACKSON,15044,2017,12/28/2016 12:11
Dog Individual Neutered Male,LAB MIX,BLACK,COLBY,15129,2017,12/28/2016 16:13
Dog Individual Neutered Male,SHIH TZU MIX,WHITE,DILLON,15229,2017,12/28/2016 16:13
Dog Individual Neutered Male,YORKSHIRE TERRIER,BROWN,SCOOTER,15108,2017,12/28/2016 16:13
Dog Individual Spayed Female,CAROLINA DOG,TAN,FAITH,15146,2017,12/28/2016 16:13
Dog Individual Neutered Male,JACK RUSSEL TERRIER,WHITE,WATSON,15239,2017,12/28/2016 16:13
Dog Individual Neutered Male,JACK RUSSEL TERRIER,WHITE,BUBBA,15239,2017,12/28/2016 16:13
Dog Individual Male,CHIHUAHUA,BROWN,OSCAR,15218,2017,12/28/2016 16:13
Dog Individual Female,AM PIT BULL TERRIER,BROWN,LADY TUPAC,15122,2017,12/28/2016 16:13
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,TOPAC,15122,2017,12/28/2016 16:13
Dog Individual Female,LABRADOR RETRIEVER,BLACK,ALI,15235,2017,12/28/2016 16:13
Dog Individual Female,ENG SETTER,SPOTTED,COCO,15025,2017,12/28/2016 15:34
Dog Individual Male,ENG SETTER,SPOTTED,CASH,15025,2017,12/28/2016 15:34
Dog Individual Female,AM PIT BULL TERRIER,WHITE/BLACK,NO NAME GIVEN,15045,2017,12/28/2016 16:13
